cname,year,bti_ci,bti_seb,bti_si,bti_sop,bti_rol,bti_pp,bti_pdi,bti_ij,bti_foe,bti_ffe,bti_eo,bti_csp,bti_cr,bti_aar,ccodealp
Taiwan,2009,3.0,10.0,10.0,10.0,9.75,10.0,8.0,10.0,10.0,10.0,9.0,8.0,10.0,10.0,TWN
Taiwan,2011,2.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,TWN
Taiwan,2013,2.0,10.0,10.0,10.0,10.0,9.75,9.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,TWN
Taiwan,2015,3.0,9.0,10.0,10.0,10.0,9.75,9.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,TWN
Taiwan,2017,2.0,9.0,10.0,10.0,10.0,9.75,9.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,TWN
Taiwan,2019,2.0,10.0,10.0,10.0,10.0,9.75,9.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,TWN
Colombia,2005,9.0,6.0,8.0,6.0,5.25,6.25,6.0,6.0,5.0,7.0,6.0,4.0,4.0,6.0,COL
Colombia,2007,7.0,6.0,7.0,6.0,5.25,6.0,6.0,5.0,6.0,6.0,6.0,4.0,5.0,6.0,COL
Colombia,2009,8.0,5.0,7.0,5.0,5.25,6.25,6.0,6.0,6.0,6.0,6.0,4.0,5.0,7.0,COL
Colombia,2011,7.0,5.0,7.0,6.0,5.5,6.25,6.0,6.0,6.0,6.0,6.0,4.0,5.0,7.0,COL
Colombia,2013,7.0,5.0,8.0,7.0,6.5,6.25,7.0,7.0,6.0,6.0,6.0,5.0,6.0,7.0,COL
Colombia,2015,7.0,5.0,8.0,7.0,6.5,6.75,7.0,7.0,7.0,7.0,6.0,5.0,6.0,7.0,COL
Colombia,2017,6.0,5.0,8.0,7.0,6.5,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,COL
Colombia,2019,6.0,5.0,8.0,7.0,6.25,7.0,7.0,6.0,7.0,7.0,6.0,5.0,6.0,7.0,COL
Congo,2007,8.0,3.0,6.0,3.0,3.0,3.5,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,COG
Congo,2009,7.0,3.0,5.0,3.0,3.0,3.25,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,COG
Congo,2011,7.0,3.0,6.0,3.0,3.0,3.25,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,COG
Congo,2013,6.0,3.0,6.0,3.0,3.0,3.25,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,COG
Congo,2015,7.0,3.0,6.0,3.0,3.0,2.75,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,COG
Congo,2017,8.0,3.0,6.0,2.0,2.5,2.5,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,COG
Congo,2019,8.0,3.0,6.0,2.0,2.5,2.5,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,COG
"Congo, Democratic Republic",2005,10.0,1.0,5.0,2.0,2.0,2.25,1.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,COD
"Congo, Democratic Republic",2007,8.0,1.0,6.0,3.0,2.25,5.0,3.0,2.0,5.0,6.0,1.0,4.0,2.0,6.0,COD
"Congo, Democratic Republic",2009,8.0,1.0,6.0,3.0,2.75,4.25,2.0,2.0,4.0,6.0,1.0,4.0,3.0,4.0,COD
"Congo, Democratic Republic",2011,8.0,1.0,7.0,3.0,2.75,4.25,2.0,2.0,4.0,6.0,1.0,4.0,3.0,4.0,COD
"Congo, Democratic Republic",2013,9.0,1.0,7.0,3.0,2.75,2.75,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,COD
"Congo, Democratic Republic",2015,8.0,1.0,9.0,3.0,2.75,2.75,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,COD
"Congo, Democratic Republic",2017,8.0,1.0,9.0,3.0,2.75,2.75,2.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,COD
"Congo, Democratic Republic",2019,8.0,1.0,9.0,3.0,2.75,3.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,COD
Costa Rica,2005,1.0,8.0,10.0,10.0,9.25,10.0,9.0,9.0,10.0,10.0,8.0,8.0,10.0,10.0,CRI
Costa Rica,2007,1.0,8.0,10.0,10.0,9.5,10.0,9.0,10.0,10.0,10.0,7.0,8.0,10.0,10.0,CRI
Costa Rica,2009,1.0,8.0,10.0,10.0,9.5,9.75,8.0,10.0,10.0,10.0,8.0,8.0,10.0,9.0,CRI
Costa Rica,2011,1.0,7.0,10.0,10.0,9.5,9.75,8.0,10.0,10.0,10.0,8.0,8.0,10.0,9.0,CRI
Costa Rica,2013,1.0,7.0,10.0,10.0,9.25,9.75,8.0,9.0,10.0,10.0,8.0,8.0,10.0,9.0,CRI
Costa Rica,2015,1.0,6.0,10.0,10.0,9.0,10.0,8.0,9.0,10.0,10.0,7.0,8.0,9.0,10.0,CRI
Costa Rica,2017,1.0,6.0,10.0,10.0,9.5,10.0,7.0,10.0,10.0,10.0,8.0,8.0,9.0,10.0,CRI
Costa Rica,2019,1.0,6.0,10.0,10.0,9.5,10.0,8.0,10.0,10.0,10.0,8.0,8.0,9.0,10.0,CRI
Croatia,2005,2.0,8.0,9.0,9.0,8.25,10.0,9.0,7.0,10.0,10.0,8.0,7.0,9.0,10.0,HRV
Croatia,2007,3.0,8.0,9.0,9.0,8.0,9.5,9.0,7.0,8.0,10.0,9.0,7.0,9.0,10.0,HRV
Croatia,2009,3.0,8.0,9.0,9.0,7.75,9.0,8.0,7.0,7.0,10.0,8.0,7.0,8.0,10.0,HRV
Croatia,2011,3.0,8.0,9.0,9.0,7.75,8.75,8.0,8.0,7.0,9.0,8.0,7.0,8.0,10.0,HRV
Croatia,2013,2.0,8.0,9.0,9.0,8.25,8.75,8.0,8.0,7.0,9.0,8.0,7.0,8.0,10.0,HRV
Croatia,2015,2.0,8.0,9.0,9.0,8.0,8.75,8.0,8.0,7.0,9.0,8.0,7.0,8.0,10.0,HRV
Croatia,2017,2.0,7.0,9.0,9.0,8.0,8.75,8.0,8.0,7.0,9.0,8.0,7.0,8.0,10.0,HRV
Croatia,2019,2.0,7.0,9.0,8.0,7.25,8.5,8.0,7.0,6.0,9.0,8.0,7.0,8.0,10.0,HRV
Cuba,2005,3.0,6.0,9.0,1.0,2.25,1.5,1.0,1.0,2.0,1.0,8.0,2.0,2.0,2.0,CUB
Cuba,2007,3.0,7.0,9.0,1.0,2.5,1.5,1.0,1.0,2.0,1.0,8.0,2.0,3.0,2.0,CUB
Cuba,2009,3.0,7.0,9.0,1.0,2.75,1.5,1.0,2.0,2.0,1.0,8.0,3.0,3.0,2.0,CUB
Cuba,2011,3.0,6.0,9.0,1.0,2.75,1.5,1.0,2.0,2.0,1.0,8.0,3.0,3.0,2.0,CUB
Cuba,2013,2.0,6.0,10.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,7.0,3.0,4.0,3.0,CUB
Cuba,2015,2.0,6.0,9.0,2.0,3.25,2.0,1.0,2.0,3.0,1.0,6.0,3.0,4.0,3.0,CUB
Cuba,2017,2.0,6.0,9.0,2.0,3.25,1.75,1.0,2.0,3.0,1.0,6.0,3.0,4.0,2.0,CUB
Cuba,2019,2.0,5.0,9.0,2.0,3.25,1.75,1.0,2.0,3.0,1.0,6.0,3.0,4.0,2.0,CUB
Czech Republic,2005,1.0,9.0,10.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,10.0,CZE
Czech Republic,2007,1.0,10.0,10.0,10.0,9.25,10.0,9.0,9.0,10.0,10.0,9.0,8.0,10.0,10.0,CZE
Czech Republic,2009,1.0,10.0,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,CZE
Czech Republic,2011,1.0,10.0,10.0,10.0,9.25,10.0,10.0,9.0,10.0,10.0,9.0,8.0,10.0,10.0,CZE
Czech Republic,2013,1.0,10.0,10.0,10.0,9.25,10.0,10.0,9.0,10.0,10.0,9.0,8.0,10.0,10.0,CZE
Czech Republic,2015,1.0,10.0,10.0,10.0,9.25,9.75,9.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,CZE
Czech Republic,2017,1.0,10.0,10.0,10.0,9.25,10.0,9.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,CZE
Czech Republic,2019,1.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,9.0,9.0,10.0,10.0,CZE
Benin,2005,3.0,2.0,9.0,8.0,7.0,9.0,7.0,7.0,9.0,9.0,4.0,5.0,7.0,10.0,BEN
Benin,2007,3.0,2.0,9.0,8.0,7.25,8.75,7.0,7.0,8.0,9.0,4.0,5.0,8.0,10.0,BEN
Benin,2009,3.0,2.0,9.0,7.0,6.75,8.75,7.0,7.0,7.0,9.0,4.0,6.0,8.0,10.0,BEN
Benin,2011,3.0,3.0,9.0,7.0,6.25,9.0,7.0,6.0,8.0,9.0,5.0,6.0,8.0,10.0,BEN
Benin,2013,2.0,3.0,9.0,7.0,6.5,8.25,7.0,7.0,7.0,8.0,5.0,6.0,8.0,9.0,BEN
Benin,2015,2.0,2.0,9.0,7.0,6.25,8.25,7.0,6.0,7.0,8.0,4.0,4.0,8.0,9.0,BEN
Benin,2017,2.0,2.0,9.0,8.0,6.5,8.75,8.0,6.0,8.0,9.0,4.0,6.0,8.0,9.0,BEN
Benin,2019,2.0,2.0,9.0,7.0,6.5,8.25,8.0,6.0,7.0,9.0,4.0,6.0,8.0,8.0,BEN
Dominican Republic,2005,3.0,5.0,8.0,8.0,6.25,8.5,7.0,6.0,7.0,9.0,5.0,5.0,6.0,9.0,DOM
Dominican Republic,2007,3.0,5.0,8.0,8.0,6.5,8.75,7.0,6.0,8.0,9.0,5.0,5.0,7.0,9.0,DOM
Dominican Republic,2009,3.0,5.0,8.0,7.0,6.25,8.5,7.0,6.0,8.0,8.0,5.0,5.0,7.0,9.0,DOM
Dominican Republic,2011,3.0,5.0,7.0,7.0,6.25,8.5,7.0,6.0,8.0,8.0,4.0,5.0,7.0,9.0,DOM
Dominican Republic,2013,3.0,5.0,7.0,6.0,5.75,8.25,7.0,6.0,8.0,7.0,4.0,4.0,7.0,9.0,DOM
Dominican Republic,2015,3.0,5.0,7.0,6.0,5.75,8.0,7.0,6.0,8.0,7.0,4.0,5.0,6.0,9.0,DOM
Dominican Republic,2017,3.0,5.0,7.0,6.0,5.25,8.0,7.0,5.0,8.0,7.0,4.0,5.0,6.0,9.0,DOM
Dominican Republic,2019,3.0,5.0,7.0,6.0,5.25,7.75,7.0,5.0,7.0,7.0,4.0,5.0,6.0,9.0,DOM
Ecuador,2005,4.0,4.0,9.0,5.0,4.75,7.5,5.0,4.0,7.0,9.0,5.0,4.0,6.0,8.0,ECU
Ecuador,2007,5.0,4.0,9.0,5.0,4.75,8.0,5.0,3.0,8.0,8.0,5.0,4.0,7.0,9.0,ECU
Ecuador,2009,5.0,4.0,9.0,4.0,4.75,7.75,4.0,4.0,6.0,7.0,5.0,5.0,7.0,9.0,ECU
Ecuador,2011,4.0,4.0,7.0,5.0,5.0,7.0,4.0,4.0,6.0,7.0,5.0,5.0,7.0,8.0,ECU
Ecuador,2013,4.0,5.0,8.0,4.0,4.75,6.75,4.0,4.0,5.0,6.0,5.0,5.0,7.0,8.0,ECU
Ecuador,2015,4.0,5.0,8.0,4.0,4.5,6.25,4.0,4.0,4.0,6.0,6.0,4.0,6.0,6.0,ECU
Ecuador,2017,4.0,5.0,8.0,4.0,4.75,6.5,6.0,4.0,5.0,6.0,6.0,4.0,6.0,6.0,ECU
Ecuador,2019,3.0,5.0,9.0,7.0,6.5,8.5,7.0,6.0,8.0,8.0,6.0,5.0,7.0,9.0,ECU
El Salvador,2005,3.0,4.0,9.0,7.0,6.0,7.75,7.0,6.0,7.0,8.0,4.0,3.0,5.0,7.0,SLV
El Salvador,2007,3.0,4.0,9.0,6.0,6.0,7.75,7.0,6.0,8.0,7.0,4.0,4.0,6.0,7.0,SLV
El Salvador,2009,3.0,4.0,9.0,7.0,6.25,7.5,7.0,6.0,7.0,8.0,4.0,4.0,6.0,6.0,SLV
El Salvador,2011,3.0,4.0,9.0,7.0,6.25,8.25,7.0,6.0,8.0,8.0,5.0,7.0,6.0,8.0,SLV
El Salvador,2013,3.0,4.0,9.0,7.0,6.25,8.25,7.0,6.0,8.0,8.0,5.0,7.0,6.0,8.0,SLV
El Salvador,2015,4.0,4.0,9.0,7.0,6.0,8.5,6.0,6.0,8.0,9.0,5.0,7.0,5.0,8.0,SLV
El Salvador,2017,4.0,4.0,9.0,7.0,6.0,8.5,7.0,6.0,8.0,9.0,5.0,7.0,5.0,8.0,SLV
El Salvador,2019,4.0,4.0,9.0,7.0,6.0,8.5,7.0,6.0,8.0,9.0,5.0,7.0,5.0,8.0,SLV
Equatorial Guinea,2019,3.0,2.0,6.0,2.0,1.75,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,GNQ
Ethiopia (1993-),2005,7.0,3.0,7.0,3.0,3.25,3.75,2.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,ETH
Ethiopia (1993-),2007,7.0,1.0,7.0,4.0,3.5,3.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,ETH
Ethiopia (1993-),2009,7.0,2.0,5.0,3.0,3.25,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,ETH
Ethiopia (1993-),2011,8.0,1.0,7.0,3.0,2.75,2.75,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,ETH
Ethiopia (1993-),2013,8.0,2.0,6.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,ETH
Ethiopia (1993-),2015,8.0,2.0,6.0,3.0,3.0,2.25,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,ETH
Ethiopia (1993-),2017,8.0,2.0,5.0,2.0,2.75,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,ETH
Ethiopia (1993-),2019,6.0,1.0,6.0,3.0,3.25,3.75,3.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,ETH
Eritrea,2005,2.0,2.0,7.0,2.0,2.5,2.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,ERI
Eritrea,2007,4.0,2.0,7.0,1.0,2.0,1.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,ERI
Eritrea,2009,6.0,3.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,ERI
Eritrea,2011,7.0,1.0,7.0,1.0,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ERI
Eritrea,2013,6.0,1.0,6.0,1.0,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ERI
Eritrea,2015,6.0,1.0,7.0,1.0,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ERI
Eritrea,2017,5.0,1.0,7.0,1.0,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ERI
Eritrea,2019,5.0,1.0,7.0,1.0,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ERI
Estonia,2005,3.0,8.0,7.0,10.0,9.5,9.75,10.0,10.0,10.0,9.0,9.0,7.0,9.0,10.0,EST
Estonia,2007,2.0,8.0,8.0,10.0,9.75,9.75,10.0,10.0,10.0,9.0,9.0,8.0,10.0,10.0,EST
Estonia,2009,2.0,8.0,8.0,10.0,9.75,9.75,10.0,10.0,10.0,9.0,9.0,9.0,10.0,10.0,EST
Estonia,2011,3.0,8.0,8.0,10.0,9.75,9.75,10.0,10.0,10.0,9.0,9.0,9.0,10.0,10.0,EST
Estonia,2013,3.0,8.0,8.0,10.0,9.75,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,EST
Estonia,2015,3.0,8.0,8.0,10.0,9.75,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,EST
Estonia,2017,3.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,EST
Estonia,2019,3.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,EST
Djibouti,2019,3.0,2.0,7.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,3.0,3.0,DJI
Gabon,2019,2.0,4.0,9.0,3.0,3.75,3.75,3.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,GAB
Georgia,2005,6.0,4.0,5.0,5.0,6.5,7.5,6.0,7.0,6.0,9.0,4.0,5.0,7.0,8.0,GEO
Georgia,2007,6.0,4.0,6.0,5.0,6.0,8.5,7.0,5.0,7.0,9.0,4.0,5.0,7.0,9.0,GEO
Georgia,2009,8.0,4.0,6.0,5.0,5.5,7.25,6.0,5.0,6.0,7.0,4.0,5.0,6.0,7.0,GEO
Georgia,2011,6.0,4.0,6.0,6.0,6.0,7.5,6.0,6.0,6.0,8.0,4.0,5.0,6.0,7.0,GEO
Georgia,2013,6.0,4.0,7.0,6.0,6.0,8.0,6.0,6.0,7.0,8.0,4.0,6.0,6.0,8.0,GEO
Georgia,2015,5.0,4.0,6.0,6.0,6.5,8.5,6.0,7.0,8.0,9.0,6.0,6.0,7.0,9.0,GEO
Georgia,2017,5.0,4.0,6.0,6.0,6.5,8.5,7.0,7.0,8.0,9.0,5.0,7.0,7.0,9.0,GEO
Georgia,2019,5.0,5.0,6.0,6.0,6.25,8.25,6.0,6.0,8.0,8.0,5.0,6.0,7.0,9.0,GEO
Gambia,2019,4.0,2.0,10.0,6.0,5.5,7.0,7.0,6.0,7.0,7.0,5.0,5.0,6.0,7.0,GMB
Ghana,2005,4.0,5.0,9.0,8.0,7.5,8.5,7.0,7.0,8.0,9.0,4.0,6.0,8.0,9.0,GHA
Ghana,2007,4.0,5.0,9.0,8.0,7.5,9.0,8.0,8.0,9.0,9.0,6.0,7.0,8.0,9.0,GHA
Ghana,2009,4.0,5.0,9.0,8.0,7.5,8.5,9.0,8.0,8.0,8.0,7.0,7.0,8.0,9.0,GHA
Ghana,2011,4.0,5.0,9.0,8.0,7.5,8.75,9.0,8.0,9.0,8.0,7.0,7.0,8.0,9.0,GHA
Ghana,2013,4.0,5.0,9.0,8.0,7.5,9.0,9.0,8.0,9.0,8.0,7.0,7.0,8.0,10.0,GHA
Ghana,2015,4.0,4.0,9.0,8.0,6.75,8.5,9.0,8.0,8.0,8.0,6.0,7.0,6.0,9.0,GHA
Ghana,2017,4.0,4.0,9.0,8.0,7.0,8.5,9.0,8.0,8.0,8.0,6.0,7.0,7.0,9.0,GHA
Ghana,2019,4.0,4.0,9.0,8.0,7.0,8.5,9.0,8.0,8.0,8.0,6.0,7.0,7.0,9.0,GHA
Guatemala,2005,5.0,3.0,6.0,6.0,5.25,6.25,5.0,5.0,5.0,7.0,3.0,6.0,5.0,6.0,GTM
Guatemala,2007,6.0,3.0,6.0,6.0,5.5,6.25,6.0,6.0,6.0,7.0,3.0,5.0,5.0,6.0,GTM
Guatemala,2009,6.0,3.0,6.0,6.0,5.25,6.5,6.0,5.0,6.0,8.0,4.0,6.0,5.0,6.0,GTM
Guatemala,2011,6.0,3.0,6.0,6.0,5.25,6.0,5.0,5.0,6.0,7.0,4.0,6.0,5.0,6.0,GTM
Guatemala,2013,7.0,3.0,6.0,6.0,5.25,5.25,5.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,GTM
Guatemala,2015,6.0,3.0,6.0,5.0,4.5,5.25,5.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,GTM
Guatemala,2017,6.0,3.0,6.0,5.0,4.75,5.25,5.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,GTM
Guatemala,2019,6.0,3.0,6.0,3.0,3.25,4.75,3.0,3.0,5.0,6.0,4.0,4.0,4.0,5.0,GTM
Guinea,2005,3.0,2.0,9.0,3.0,3.5,3.5,2.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,GIN
Guinea,2007,6.0,1.0,9.0,3.0,2.5,3.75,2.0,3.0,4.0,3.0,2.0,3.0,3.0,6.0,GIN
Guinea,2009,7.0,2.0,9.0,2.0,2.75,3.0,1.0,2.0,5.0,1.0,4.0,2.0,3.0,5.0,GIN
Guinea,2011,6.0,1.0,9.0,4.0,4.0,6.25,5.0,4.0,6.0,6.0,4.0,5.0,4.0,7.0,GIN
Guinea,2013,7.0,1.0,8.0,4.0,4.75,5.25,3.0,5.0,7.0,5.0,5.0,6.0,5.0,6.0,GIN
Guinea,2015,7.0,1.0,8.0,5.0,4.75,6.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,GIN
Guinea,2017,6.0,1.0,9.0,5.0,5.0,6.25,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,GIN
Guinea,2019,6.0,1.0,9.0,5.0,4.75,6.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,GIN
Haiti,2005,6.0,1.0,7.0,3.0,3.0,3.75,2.0,4.0,4.0,3.0,3.0,3.0,3.0,6.0,HTI
Haiti,2007,7.0,1.0,6.0,4.0,3.75,5.5,4.0,3.0,4.0,6.0,3.0,4.0,5.0,7.0,HTI
Haiti,2009,7.0,1.0,7.0,4.0,4.25,6.0,5.0,3.0,5.0,6.0,3.0,5.0,6.0,7.0,HTI
Haiti,2011,7.0,1.0,7.0,4.0,3.75,4.5,2.0,3.0,5.0,4.0,3.0,4.0,5.0,7.0,HTI
Haiti,2013,7.0,1.0,7.0,4.0,3.75,5.0,3.0,3.0,6.0,5.0,3.0,4.0,5.0,7.0,HTI
Haiti,2015,6.0,1.0,7.0,3.0,3.0,5.0,3.0,3.0,6.0,5.0,3.0,4.0,4.0,7.0,HTI
Haiti,2017,6.0,1.0,7.0,3.0,3.0,6.0,3.0,3.0,7.0,6.0,3.0,4.0,4.0,7.0,HTI
Haiti,2019,6.0,1.0,7.0,4.0,3.0,6.0,3.0,3.0,7.0,6.0,3.0,4.0,3.0,7.0,HTI
Honduras,2005,3.0,3.0,9.0,8.0,6.0,7.75,8.0,5.0,6.0,9.0,4.0,5.0,6.0,8.0,HND
Honduras,2007,3.0,3.0,9.0,8.0,6.0,7.5,7.0,5.0,6.0,9.0,4.0,6.0,6.0,8.0,HND
Honduras,2009,3.0,3.0,9.0,6.0,5.25,7.5,6.0,5.0,7.0,8.0,4.0,6.0,6.0,8.0,HND
Honduras,2011,5.0,3.0,9.0,6.0,5.75,6.75,6.0,6.0,7.0,7.0,4.0,6.0,6.0,7.0,HND
Honduras,2013,4.0,3.0,9.0,6.0,5.75,7.0,7.0,6.0,6.0,7.0,4.0,6.0,6.0,8.0,HND
Honduras,2015,5.0,3.0,9.0,7.0,5.75,7.25,6.0,6.0,6.0,8.0,4.0,6.0,5.0,8.0,HND
Honduras,2017,5.0,3.0,9.0,5.0,4.75,5.75,5.0,5.0,5.0,6.0,4.0,5.0,4.0,6.0,HND
Honduras,2019,6.0,3.0,8.0,3.0,3.25,4.5,3.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,HND
Hungary,2005,2.0,9.0,10.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,10.0,HUN
Hungary,2007,2.0,10.0,10.0,10.0,9.25,10.0,8.0,9.0,10.0,10.0,9.0,8.0,10.0,10.0,HUN
Hungary,2009,2.0,9.0,10.0,10.0,9.0,10.0,8.0,9.0,10.0,10.0,9.0,8.0,9.0,10.0,HUN
Hungary,2011,3.0,9.0,10.0,7.0,7.75,9.0,7.0,8.0,8.0,9.0,8.0,7.0,8.0,9.0,HUN
Hungary,2013,3.0,8.0,9.0,6.0,7.25,8.75,7.0,7.0,7.0,9.0,8.0,6.0,8.0,9.0,HUN
Hungary,2015,3.0,8.0,9.0,5.0,6.5,7.5,7.0,6.0,6.0,7.0,8.0,5.0,8.0,7.0,HUN
Hungary,2017,3.0,8.0,9.0,5.0,6.0,7.5,6.0,6.0,6.0,7.0,7.0,4.0,7.0,7.0,HUN
Hungary,2019,4.0,7.0,10.0,5.0,5.75,7.0,6.0,6.0,5.0,6.0,7.0,4.0,7.0,7.0,HUN
India,2005,5.0,5.0,9.0,9.0,7.5,8.75,9.0,8.0,9.0,7.0,5.0,7.0,7.0,10.0,IND
India,2007,5.0,5.0,8.0,9.0,7.5,9.25,9.0,8.0,9.0,9.0,4.0,7.0,7.0,10.0,IND
India,2009,5.0,5.0,8.0,9.0,7.5,9.25,9.0,8.0,9.0,8.0,4.0,8.0,7.0,10.0,IND
India,2011,5.0,4.0,8.0,9.0,7.5,9.5,8.0,8.0,9.0,9.0,4.0,8.0,7.0,10.0,IND
India,2013,5.0,4.0,8.0,9.0,7.5,9.25,8.0,8.0,8.0,9.0,4.0,8.0,7.0,10.0,IND
India,2015,6.0,4.0,8.0,9.0,7.25,8.25,8.0,7.0,7.0,9.0,4.0,8.0,7.0,9.0,IND
India,2017,6.0,4.0,7.0,9.0,7.0,8.0,8.0,7.0,7.0,9.0,4.0,7.0,6.0,7.0,IND
India,2019,6.0,4.0,7.0,9.0,7.0,7.25,8.0,7.0,6.0,9.0,4.0,7.0,6.0,6.0,IND
Indonesia,2005,7.0,6.0,7.0,6.0,5.5,7.5,6.0,5.0,7.0,9.0,5.0,5.0,7.0,8.0,IDN
Indonesia,2007,7.0,6.0,7.0,7.0,5.5,7.25,7.0,5.0,6.0,9.0,5.0,6.0,7.0,8.0,IDN
Indonesia,2009,6.0,6.0,7.0,9.0,6.75,7.75,7.0,6.0,7.0,9.0,5.0,6.0,7.0,8.0,IDN
Indonesia,2011,6.0,6.0,7.0,9.0,6.25,7.5,7.0,5.0,7.0,9.0,5.0,6.0,7.0,7.0,IDN
Indonesia,2013,5.0,5.0,8.0,9.0,6.25,7.25,7.0,5.0,6.0,9.0,5.0,7.0,6.0,7.0,IDN
Indonesia,2015,5.0,5.0,8.0,9.0,6.25,7.0,7.0,5.0,6.0,8.0,5.0,7.0,6.0,7.0,IDN
Indonesia,2017,6.0,5.0,7.0,9.0,6.25,7.0,6.0,5.0,6.0,8.0,5.0,7.0,6.0,7.0,IDN
Indonesia,2019,5.0,5.0,7.0,8.0,6.0,6.5,7.0,5.0,6.0,8.0,5.0,7.0,6.0,6.0,IDN
Iran,2005,5.0,4.0,7.0,4.0,3.5,3.75,2.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,IRN
Iran,2007,4.0,4.0,8.0,4.0,3.5,3.75,2.0,3.0,4.0,5.0,5.0,2.0,4.0,4.0,IRN
Iran,2009,4.0,4.0,7.0,4.0,3.25,3.25,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,IRN
Iran,2011,4.0,5.0,8.0,4.0,2.75,2.5,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,IRN
Iran,2013,5.0,4.0,8.0,4.0,2.75,2.25,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,IRN
Iran,2015,4.0,3.0,8.0,3.0,2.5,2.5,2.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,IRN
Iran,2017,5.0,3.0,7.0,3.0,2.25,2.75,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,IRN
Iran,2019,5.0,3.0,7.0,3.0,2.25,2.25,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,IRN
Iraq,2007,10.0,2.0,4.0,5.0,3.0,5.0,3.0,2.0,5.0,6.0,3.0,2.0,3.0,6.0,IRQ
